Conference;Year;Author1;Author2;Author3;Author4;Author5;Author6;Author7;Author8;Author9;Author10;Author11;Author12;Author13;Author14;Author15;Title;specifier1;qualifier1;field1;Type1;Proprietary1;Specifier2;Qualifier2;Field2;Type2;Proprietary2;Specifier3;Qualifier3;Field3;Type3;Proprietary3;Specifier4;Qualifier4;Field4;Type4;Proprietary4;Specifier5;Qualifier5;Field5;Type5;Proprietary5;Specifier6;Qualifier6;Field6;Type6;Proprietary6;Specifier7;Qualifier7;Field7;Type7;Proprietary7;ArtifactEvaluation;ArtifactwasAvailable;Artifactisavailable;
RTAS;2020;Seulki Lee;Shahriar Nirjon;;;;;;;;;;;;;;SubFlow: A Dynamic Induced-Subgraph Strategy Toward Real-Time DNN Inference and Training;;custom;neural network;case study;;;custom;robotics;case study;;;custom;computer vision;case study;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Filip Markovic;Jan Carlson;Radu Dobrin;;;;;;;;;;;;;Cache-aware response time analysis for real-time tasks with fixed preemption points;malardalen;named;;benchmark;no;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Seonyeong Heo;Seungbin Song;Bongjun Kim;Hanjun Kim;;;;;;;;;;;;Sharing-aware Data Acquisition Scheduling for Multiple Rules in the IoT;smartthings;named;iot;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS ;2020;Jinghao Sun;Jing Li;Zhishan Guo;An Zou;Xuan Zhang;Kunal Agrawal;Sanjoy Baruah;;;;;;;;;Real-Time Scheduling upon a Host-Centric Acceleration Architecture with Data Offloading;;custom;;taskset generator;;;custom;;gpu workload generator;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTAS;2020;Haitong Wang;Neil C. Audsley;Wanli Chang;;;;;;;;;;;;;Addressing Resource Contention and Timing Predictability for Multi-Core Architectures with Shared Memory Interconnects;;custom;;memory traffic generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Reza Mirosanlou;Mohamed Hassan;Rodolfo Pellizzoni;;;;;;;;;;;;;DRAMbulism: Balancing Performance and Perdictability through Dynamic Pipelining;autobench;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Bashima Islam;Shahriar Nirjon;;;;;;;;;;;;;;Scheduling Computational and Energy Harvesting Tasks in Deadline-Aware Intermittent Systems;;custom;energy harvesting;case study;;;custom;intermittent computing;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Neeraj Gandhi;Edo Roth;Robert Gifford;Linh Thi Xuan Phan;Andreas Haeberlen;;;;;;;;;;;Bounded-time recovery for distributed real-time systems;erdos-renyi;named;;dag generator;no;;custom;;taskset generator;;volvo;;networking;case study;yes;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Jonathan Falk;Frank Durr;Kurt Rothermel;;;;;;;;;;;;;Time-Triggered Traffic Planning for Data Networks with Conflict Graphs;;custom;networking;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTAS;2020;Alan Burns;Leandro Soares Indrusiak;N. Smirnov;J. Harrison;;;;;;;;;;;;A Novel Flow Control Mechanism to Avoid Multi-Point Progressive Blocking in Hard Real-Time Priority-Preemptive NoCs;;custom;;network traffic generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Simon Reder;Jurgen Becker;;;;;;;;;;;;;;Interference-Aware Memory Allocation for Real-Time Multi-Core Systems;;custom;signal processing;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Phani Kishore Gadepalli;Runyu Pan;Gabriel Parmer;;;;;;;;;;;;;Slite: OS Support for Near Zero-Cost, Configurable Scheduling;;custom;;microbenchmark;;barcelona openmp;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Seonyeong Heo;Sungjun Cho;Youngsok Kim;Hanjun Kim;;;;;;;;;;;;Real-Time Object Detection System with Multp-Path Neural Networks;;custom;object detection;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Paul Metzger;Murray Cole;Christian Fensch;Marco Aldinucci;Enrico Bini;;;;;;;;;;;Enforcing Deadlines for Skeleton-based Parallel Programming;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Dan Iorga;Tyler Sorensen;John Wickerson;Alastair F. Donaldson;;;;;;;;;;;;Slow and Steady: Measuring and Tuning Multicore Interference;;custom;;microbenchmark;;autobench;named;;benchmark;no;coremark;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Ignacio Sanudo Olmedo;Nicola Capodieci;Jorge Luis Martinez;Andrea Marongiu;Marko Bertogna;;;;;;;;;;;Dissecting the CUDA scheduling hierarchy: a Performance and Predictability Perspective;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Micaela Verucchi;Mirco Theile;Marco Caccamo;Marko Bertogna;;;;;;;;;;;;Latency-Aware Generation of Single-Rate DAGs from Multi-Rate Task Sets;;custom;;dag generator;;rwabff;named;automotive;specification;no;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Daniel Casini;Alessandro Biondi;Geoffrey Nelissen;Giorgio Buttazzo;;;;;;;;;;;;A Holistic Memory Contention Analysis for Parallel Real-Time Tasks under Partitioned Scheduling;streamit;named;;benchmark;no;;referenced;;dag generator;no;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Jeremy Giesen;Pedro Benedicte;Enrico Mezzetti;Jaume Abella;Francisco J. Cazorla;;;;;;;;;;;Modeling Contention Interference in Crossbar-based Systems via Sequence-Aware Pairing (SeAP);;custom;;microbenchmark;;;custom;automotive;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Miguel Alcon;Hamid tabani;Leonidas Kosmidis;Enrico Mezzetti;Jaume Abella;Francisco J. Cazorla;;;;;;;;;;Timing of Autonomous Driving Software: Problem Analysis and Prospects for Future Solutions;apollo;;autonomous vehicle;case study;unclear;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Corey Tessler;Venkata Modekurthy;Nathan Fisher;Abusayeed Saifullah;;;;;;;;;;;;Bringing Inter-Thread Cache Benefits to Federated Scheduling;libsched;named;;taskset generator;no;taclebench;named;;benchmark;no;;custom;misc;case study;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Shahin Roozkhosh;Renato Mancuso;;;;;;;;;;;;;;The Potential of Programmable Logic in the Middle: Cache Bleaching;sdvbs;named;;benchmark;no;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Soroush Bateni;Zhendong Wang;Yuankun Zhu;Yang Hu;Cong Liu;;;;;;;;;;;Co-Optimizing Performance and Memory Footprint via Integrated CPU/GPU Memory Management, an Implementation on Autonomous Driving Platform;rodinia;named;;benchmark;no;;custom;;microbenchmark;;;custom;uav;case study;;;custom;automotive;case study;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Iljoo Baek;Matthew Harding;Akshit Kanda;Kyung Ryeol Choi;Soheil Samii;Ragunathan Rajkumar;;;;;;;;;;CARSS: Client-Aware Resource Sharing and Scheduling for Heretogeneous Applications;;custom;autonomous vehicle;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Seyedmehdi Hosseinimotlagh;Ali Ghahremannezhad;Hyoseung Kim;;;;;;;;;;;;;On Dynamic Thermal Conditions in Mixed-Criticality Systems;;custom;;microbenchmark;;;custom;flight controller;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Martin Geier;Marian Brandle;Dominik Faller;Samarjit Chakraborty;;;;;;;;;;;;Debugging FPGA-accelerated Real-time Systems;;custom;;microbenchmark;;;custom;computer vision;case study;;;custom;controller;case study;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Farzad Farshchi;Qujing Huang;Heechul Yun;;;;;;;;;;;;;BRU: Bandwidth Regulation Unit for Real-Time Multicore Processors;sdvbs;named;;benchmark;no;isolbench;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Arpan Gujarati;Sergey Bozhko;Bjorn Brandenburg;;;;;;;;;;;;;Real-Time Replica Consistency over Ethernet with Reliability Bounds;;custom;misc;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2020;Ahmad Golchin;Soham Sinha;Richard West;;;;;;;;;;;;;Boomerang: Real-Time I/O Meets Legacy Systems;;custom;can;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Samuel Jero;Juliana Furgala;Runyu Pan;Phani Kishore Gadepalli;Alexandra Clifford;;;;;;;;;;;Pratical Principle of Least Privilege for Secure Embedded Systems;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Jiyang Chen;Tomasz Kloda;Ayoosh Bansal;Rohan Tabish;Chien-Ying Chen;Bo Liu;Sibin Mohan;Marco Caccamo;Lui Sha;;;;;;;SchedGuard: Protecting against Schedule Leaks Using Linux Containers;;custom;;microbenchmark;;roverbot;named;robotics;case study;unclear;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTAS;2021;Olivier Nicole;Matthieu Lemerre;Sebastien Bardin;Xavier Rival;;;;;;;;;;;;No Crash, No Exploit: Automated Verification of Embedded Kernels;asterios;named;rtos;os;no;educrtos;named;rtos;os;no;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTAS;2021;Mario Gunzel;Kuan-Hsun Chen;Niklas Ueter;Georg von der Bruggen;;;;;;;;;;;;Timing Analysis of Asynchronized Distributed Cause-Effect Chains;rwabff;named;automotive;specification;no;uunifast;named;;taskset generator;no;;custom;;can traffic generator;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTAS;2021;Federico Aromolo;Alessandro Biondi;Geoffrey Nelissen;Giorgio Buttazzo;;;;;;;;;;;;Event-Driven Delay-Induced Tasks: Model, Analysis, and Applications;cp-tasks;named;;dag generator;no;uunifast;named;;taskset generator;no;uunifast-discard;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Tobias Klaus;Matthias Becker;Wolfgang Schroder-Preikschat;Peter Ulbrich;;;;;;;;;;;;Constrained Data-Age with Job-Level Dependencies: How to Reconcile Tight Bounds and Overheads;uunifast;named;;taskset generator;no;;custom;;microbenchmark;;rwabff;named;automotive;specification;no;waters 2017;named;automotive;industrial challenge;no;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Martin Geier;Marian Brandle;Samarjit Chakraborty;;;;;;;;;;;;;Insert & Save: Energy Optimization in IP Core Integration for FPGA-based Real-Time Systems;;custom;controller;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Zhuanhao Wu;Anirudh Mohan Kaushik;Paulos Tegegn;Hiren Patel;;;;;;;;;;;;A Hardware Platform for Exploring Predictable Cache Coherence Protocols for Real-Time Multicores;splash2;named;;benchmark;no;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Anirudh Mohan Kaushik;Hiren Patel;;;;;;;;;;;;;;A Systematic Approach to Achieving Tight Worst-Case Latency and High-Performance Under Predictable Cache Coherence;splash2;named;;benchmark;no;;custom ;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Seunghoon Lee;Hyeongboo Baek;Honguk Woo;Kang G. Shin;Jinkyu Lee;;;;;;;;;;;ML for RT: Priority Assignment Using Machine Learning;uunifast-discard;extended;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Zitong Bo;Ying Qiao;Chang Leng;Hongan Wang;Chaoping Guo;Shaohui Zhang;;;;;;;;;;Developing Real-Time Scheduling Policy by Deep Reinforcement Learning;;custom;;taskset generator;no;;custom;uav;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Tejas Kannan;Henry Hoffmann;;;;;;;;;;;;;;Budget RNNs: Multi-Capacity Neural Networks to Improve In-Sensor Inference Under Energy Budgets;;custom;neural network;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTAS;2021;Fabien Geyer;Alexander Scheffler;Steffen Bondorf;;;;;;;;;;;;;Tightening Network Calculus Delay Bounds by Predicting Flow Prolongations in the FIFO Analysis;;custom;;network topology generator;;;custom;;network traffic generator;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Seyed Mohammadhossein Tabatabaee;Jean-Yves Le Boudec;;;;;;;;;;;;;;Deficit Round-Robin: A Second Network Calculus Analysis;airbus;;avionics;case study;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Yuanbin Zhou;Soheil Samii;Petru Eles;Zebo Peng;;;;;;;;;;;;ASIL-Decomposition Based Routing and Scheduling in Safety-Critical Time-sensitive Networking;erdos-renyi;named;;taskset generator;no;general motors;;tsn;case study;yes;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Robert Gifford;Linh Thi Xuan Phan;Andreas Haeberlen;Neeraj Gandhi;;;;;;;;;;;;DNA: Dynamic Resource Allocation for Soft Real-Time Multicore Systems;parsec;named;;benchmark;no;splash2x;named;;benchmark;no;;custom;;taskset generator;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Flavia Maristela S. Nascimento;George Lima;;;;;;;;;;;;;;Effectively Scheduling Hard and Soft Real-Time Tasks on Multiprocessors;uunifast-discard;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Alex Rohloff;Zackary Allen;Kung-Min Lin;Joshua Okrend;Chengyi Nie;Yu-Chia Liu;Hung-Wei Tseng;;;;;;;;;OpenUVR: an Open-Source System Framework for Untethered Virtual Reality Applications;unreal tournament;named;video game;software;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Francis Akowuah;Fanxin Kong;;;;;;;;;;;;;;Real-Time Adaptive Sensor Attack Detection in Autonomous Cyber-Physical Systems;aegis;named;automotive;can messages;unclear;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Hyunjong Choi;Yecheng Xiang;Hyoseung Kim;;;;;;;;;;;;;PiCAS: New Design of Priority-Driven Chain-Aware Scheduling for ROS2;;custom;robotics;case study;;f1/10;named;autonomous vehicle;case study;no;uunifast;named;;taskset generator;no;;custom;;ros message generator;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Tobiasn Blass;Arne Hamann;Ralph Lange;Dirk Ziegenbein;Bjorn Brandenburg;;;;;;;;;;;Automatic Latency Management for ROS 2: Benefits, Challenges, and Open Problems;;custom;robotics;case study;;;custom;computer vision;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Joshua Bakita;Shareef Ahmed;Sims Hill Osborne;Stephen tang;Jingyuan chen;;;;;;;;;;;Simultaneous Multithreading in Mixed-Criticality Real-Time Systems;taclebench;named;;benchmark;no;dis stressmark;named;;benchmark;no;sdvbs;named;;benchmark;no;;custom;;case study;;;;;;;;;;;;;;;;;TRUE;TRUE;FALSE;
RTAS;2021;Marine Kadar;Gerhard Fohler;Don Kuzhiyelil;Philipp Gorski;;;;;;;;;;;;Safety-Aware Integration of Hardware-Assisted Program Tracing in Mixed-Criticality Systems for Security Monitoring;taclebench;named;;benchmark;no;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Daniel Casini;Alessandro Biondi;Giorgiomaria Cicero;Giorgio Buttazzo;;;;;;;;;;;;Latency Analysis of I/O Virtualization Techniques in Hypervirsor-Based Real-Time Systems;rwabff;named;automotive;specification;no;randfixsum;named;;taskset generator;no;;custom;autonomous vehicle;case study;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Jiachen Wang;Tianyu Zhang;Dawei Shen;Xiaobo Sharon Hu;Song Han;;;;;;;;;;;ApaS: An Adaptive Partition-Based Scheduling Framework for 6TiSCH Networks;;custom;;network topology generator;;;custom;;network traffic generator;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Venkata Modekurthy;Dali Ismail;Mahbubur Rahman;Abusayeed Saifullah;;;;;;;;;;;;Low-Latency In-Band Integration of Multiple Low-Power Wide-Area Networks;;custom;;network traffic generator;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Zelin Yun;Song Han;;;;;;;;;;;;;;Towards a Real-Time Wireless Powered Communication Network: Design, Implementation and Evaluation;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Andrew Loveless;Ronald Dreslinski;Baris Kasikci;Linh Thi Xuan Phan;;;;;;;;;;;;IGOR: Accelerating Byzantine Fault Tolerance for Real-Time Systems with Eager Execution;nasa core flight;named;aerospace;case study;unclear;;custom;;taskset generator;;nasa ascent abort;named;aerospace;case study;unclear;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTAS;2021;Edo Roth;Andreas Haeberlen;;;;;;;;;;;;;;Do Not Overpay for Fault Tolerance;;custom;gbb protocol;case study;;;custom;rt-byzcast;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Minyu Cui;Angeliki Kritikakou;Lei Mo;Emmanuel Casseau;;;;;;;;;;;;Fault-Tolerant Mapping of Real-Time Parallel Applications under multiple DVFS schemes;mibench;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2021;Bjorn Fiedler;Gerion Entrup;Christian Dietrich;Daniel Lohmann;;;;;;;;;;;;ARA: Static Initialization of Dynamically-Created Systems Objects;librepilot;named;uav;case study;no;gpslogger;named;;case study;no;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;FALSE;
RTAS;2022;Jongwoo Han;Seonghyeon Park;Haejoo Jeon;Chang-Gun Lee;;;;;;;;;;;;Guaranteeing Safety Despite Physical Errors in Cyber-Physical Systems;;custom;;dag generator;;autoware;named;automotive;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTAS;2022;Nils Vreman;Claudio Mandrioli;Anton Cervin;;;;;;;;;;;;;Deadline-Miss-Adaptive Controller Implementation for Real-Time Control Systems;;custom;controller;case study;;process industry controll benchmark;named;controller;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;FALSE;FALSE;
RTAS;2022;Federico Reghenzani;Zhishan Guo;Luca Santinelli;William Fornaciari;;;;;;;;;;;;A Mixed-Criticality Approach to Fault Tolerance: Integrating Schedulability and Failure Requiremenets;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTAS;2022;Jongouk Choi;Larry Kittinger;Qingrui Liu;Changhee Jung;;;;;;;;;;;;Compiler-Directed High-Performance Intermittent Computation with Power Failure Immunity;;referenced;intermittent computing;case study;no;mibench;named;;benchmark;no;benchprime;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2022;Ahmad Golchin;Richard West;;;;;;;;;;;;;;Jumpstart: Fast Critical Service Resumption for a Partitioning Hypervisor in Embedded Systems;;custom;automotive;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2022;Anam Farrukh;Richard West;;;;;;;;;;;;;;FLYOS: Integrated Modular Avionics for Autonomous Multicopters;;custom;uav;case study;;cleanflight;named;uav;case study;no;intel ready-to-fly;named;uav;case study;no;;custom;;microbenchmark;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2022;Runyu Pan;Gabriel Parmer;;;;;;;;;;;;;;SBIs: Application Access to Safe, Baremetal Interrupt Latencies;;custom;;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2022;Samuel Mergendahl;Samuel Jero;Bryan Ward;Juliana Furgala;Gabriel Parmer;Richard Skowyra;;;;;;;;;;The Thundering Herd: Amplifying Kernel Interference to Attack Response Times;;custom;client server;case study;;schedcat;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2022;Quan Zhou;Jihua Huang;Jianjun Li;Zhi Li;;;;;;;;;;;;Response Time Analysis for Hybrid Task Sets under Fixed Priority Scheduling;uunifast-discard;extended;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2022;Sayra Ranjha;Geoffrey Nelissen;Mitra Nasri;;;;;;;;;;;;;Partial-Order Reduction for Schedule-Abstraction-based Response-Time Analyses of Non-Preemptive Tasks;waters 2017;named;automotive;industrial challenge;no;randfixsum;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2022;Ahsan Saeed;Dakshina Dasari;Dirk Ziegenbein;Varun Rajasekaran;Falk Rehm;Michael Pressler;Arne Hamann;Daniel Mueller-Gritschneder;Andreas Gerstlauer;Ulf Schlichtmann;;;;;;Memory Utilization-based Dynamic Bandwidth Regulation for Temporal Isolation in Multi-Cores;sdvbs;named;;benchmark;no;daphne;named;;benchmark;no;isolbench;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2022;Kamran Razavi;Manisha Luthra;Boris Koldehofe;Max Muhlhauser;Lin Wang;;;;;;;;;;;FA2: Fast, Accurate Autoscaling for Serving Deep Learning Inference with SLA Guarantees;;custom;neural network;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2022;Woosung Kang;Siwoo Chung;Jeremy Yuhyun Kim;Youngmoon Lee;Kilho Lee;Jinkyu Lee;Kang G. Shin;Hoon Sung Chwa;;;;;;;;DNN-SAM: Split-and-Merge DNN Execution for Real-Time Object Detection;;custom;neural network;microbenchmark;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2022;Shengzhong Liu;Xinzhe Fu;Maggie Wigness;Philip David;Shuochao Yao;Lui Sha;Tarek Abdelzaher;;;;;;;;;Self-Cueing Real-Time Attention Scheduling in Criticality-Aware Visual Machine Perception;waymo;named;autonomous vehicle;case study;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2022;Iain Bate;Alan Burns;Robert Davis;;;;;;;;;;;;; Analysis-Runtime Co-design for Adaptive Mixed Criticality Scheduling;dirichlet-rescale;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2022;Nan Chen;Shuai Zhao;Ian Gray;Alan Burns;Siyuan Ji;Wanli Chang;;;;;;;;;;MSRP-FT: Reliable Resource Sharing on Multiprocessor Mixed-Criticality Systems;uunifast;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTAS;2022;Dakshina Dasari;Matthias Becker;Daniel Casini;Tobias Blass;;;;;;;;;;;;End-To-End Analysis of Event Chains under the QNX Adaptive Partitioning Scheduler;;custom;;microbenchmark;;(malardalen);referenced;autonomous vehicle;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2022;Nils Vreman;Richard Pates;Martina Maggio;;;;;;;;;;;;;WeaklyHard.jl: Scalable Analysis of Weakly-Hard Constraints;whrtgraph;named;;tool;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTAS;2022;Gabriele Serra;Pietro Fara;Giorgiomaria Cicero;Francesco Restuccia;Alessandro Biondi;;;;;;;;;;;PAC-PL: Enabling Control-Flow Integrity with Pointer Authentication in FPGA SoC Platforms;taclebench;named;;benchmark;no;cortexsuite;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2022;Zelin Yun;Peng Wu;Schegli Zhou;Aloysius K. Mok;Mark Nixon;Song Han;;;;;;;;;;RT-Wifi on Software-Defined Radio: Design and Implementation;;custom;;microbenchmark;;;undetermined;;taskset generator;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2022;Sims Hill Osborne;Joshua Bakita;Jingyuan Chen;Tyler Yandrofski;James H. Anderson;;;;;;;;;;;Minimizing DAG Utilization by Exploiting SMT;erdos-renyi;named;;dag generator;no;sdvbs;named;;benchmark;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2022;Florian Vanhems;Vlad Rusu;David Nowak;Gilles Grimaud;;;;;;;;;;;;A Formal Correctness Proof for an EDF Scheduler Implementation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
RTAS;2023;Junjie Shi;Niklas Ueter;Jian-Jia Chen;Kuan-Hsun Chen;;;;;;;;;;;;Average Task Execution Time Minimization under (m,k) Soft Error Constraint;;custom;;microbenchmark;;dirichlet-rescale;named;;taskset generator;no;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2023;Anna Friebe;Filip Markovic;Alessandro Vittorio Papadopoulos;Thomas Nolte;;;;;;;;;;;;Continuous-Emission Markov Models for Real-Time Applications: Bounding Deadline Miss Probabilities;;custom;controller;case study;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSE;FALSE;FALSE;
RTAS;2023;Taeho Han;Kanghee Kim;;;;;;;;;;;;;;Minimizing Probabilistic End-to-end Latencies of Autonomous Driving Systems;randfixsum;named;;benchmark;no;autoware;named;;case study;no;;;;;;;;;;;;;;;;;;;;;;;;;;TRUE;TRUE;TRUE;
